,day_5,midweek,day_0,xmas,spring_break,tot_snow,month_4,tot_snow_cu,day_4_open_lifts_sq,month_4_sat,month_4_open_lifts,month_2_midweek,month_2_fri,thanksgiv_fri,before_xmas,month_12_open_lifts_cu,ln_week_snow_tot_sat,pres_day_sun_open_lifts_cu,thanksgiv_midweek,week_snow_tot,ln_week_snow_tot_fri,pres_day_sat_open_lifts,month_4_midweek,month_4_mon,new_24_midweek_sqrt,new_24_sqrt,ln_week_snow_tot_spring_break,xmas_sat_open_lifts_cu,2day_snow_tot_spring_break_sqrt,before_xmas_fri_open_lifts_sq
2016-04-04,0.0,0,1.0,0,0,254.5,1.0,16484028.625,0.0,0.0,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.4,0.0,0.0,0.0,1.0,0.0,1.18321595662,0.0,0.0,0.0,0.0
2016-04-05,0.0,1,0.0,0,0,255.9,1.0,16757562.879,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.2,0.0,0.0,1.0,0.0,1.18321595662,1.18321595662,0.0,0.0,0.0,0.0
2016-04-06,0.0,1,0.0,0,0,257.3,1.0,17034106.517,0.0,0.0,19.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.0,0.0,0.0,1.0,0.0,1.18321595662,1.18321595662,0.0,0.0,0.0,0.0
2016-04-07,0.0,1,0.0,0,0,258.7,1.0,17313676.003,0.0,0.0,18.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,1.0,0.0,1.18321595662,1.18321595662,0.0,0.0,0.0,0.0
2016-04-08,0.0,0,0.0,0,0,260.1,1.0,17596287.801,324.0,0.0,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,2.28238238568,0.0,0.0,0.0,0.0,1.18321595662,0.0,0.0,0.0,0.0
2016-04-09,1.0,0,0.0,0,0,261.5,1.0,17881958.375,0.0,1.0,17.5,0.0,0.0,0.0,0,0.0,2.28238238568,0.0,0,9.8,0.0,0.0,0.0,0.0,0.0,1.18321595662,0.0,0.0,0.0,0.0
2016-04-10,0.0,0,0.0,0,0,262.9,1.0,18170704.189,0.0,0.0,17.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,0.0,0.0,0.0,1.18321595662,0.0,0.0,0.0,0.0
2016-04-11,0.0,0,1.0,0,0,264.3,1.0,18462541.707,0.0,0.0,17.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,0.0,1.0,0.0,1.18321595662,0.0,0.0,0.0,0.0
2016-04-12,0.0,1,0.0,0,0,265.7,1.0,18757487.393,0.0,0.0,17.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,1.0,0.0,1.18321595662,1.18321595662,0.0,0.0,0.0,0.0
2016-04-13,0.0,1,0.0,0,0,267.1,1.0,19055557.711,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,1.0,0.0,1.18321595662,1.18321595662,0.0,0.0,0.0,0.0
2016-04-14,0.0,1,0.0,0,0,268.5,1.0,19356769.125,0.0,0.0,18.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,1.0,0.0,1.18321595662,1.18321595662,0.0,0.0,0.0,0.0
2016-04-15,0.0,0,0.0,0,0,269.9,1.0,19661138.099,324.0,0.0,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,2.28238238568,0.0,0.0,0.0,0.0,1.18321595662,0.0,0.0,0.0,0.0
2016-04-16,1.0,0,0.0,0,0,271.3,1.0,19968681.097,0.0,1.0,15.25,0.0,0.0,0.0,0,0.0,2.28238238568,0.0,0,9.8,0.0,0.0,0.0,0.0,0.0,1.18321595662,0.0,0.0,0.0,0.0
2016-04-17,0.0,0,0.0,0,0,272.7,1.0,20279414.583,0.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,0.0,0.0,0.0,1.18321595662,0.0,0.0,0.0,0.0
2016-04-18,0.0,0,1.0,0,0,274.1,1.0,20593355.021,0.0,0.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,0.0,1.0,0.0,1.18321595662,0.0,0.0,0.0,0.0
2016-04-19,0.0,1,0.0,0,0,275.5,1.0,20910518.875,0.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,1.0,0.0,1.18321595662,1.18321595662,0.0,0.0,0.0,0.0
2016-04-20,0.0,1,0.0,0,0,276.9,1.0,21230922.609,0.0,0.0,15.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,1.0,0.0,1.18321595662,1.18321595662,0.0,0.0,0.0,0.0
2016-04-21,0.0,1,0.0,0,0,278.3,1.0,21554582.687,0.0,0.0,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,1.0,0.0,1.18321595662,1.18321595662,0.0,0.0,0.0,0.0
2016-04-22,0.0,0,0.0,0,0,279.7,1.0,21881515.573,42.25,0.0,6.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,2.28238238568,0.0,0.0,0.0,0.0,1.18321595662,0.0,0.0,0.0,0.0
2016-04-23,1.0,0,0.0,0,0,281.1,1.0,22211737.731,0.0,1.0,9.0,0.0,0.0,0.0,0,0.0,2.28238238568,0.0,0,9.8,0.0,0.0,0.0,0.0,0.0,1.18321595662,0.0,0.0,0.0,0.0
2016-04-24,0.0,0,0.0,0,0,282.5,1.0,22545265.625,0.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,0.0,0.0,0.0,1.18321595662,0.0,0.0,0.0,0.0
2016-04-25,0.0,0,1.0,0,0,283.9,1.0,22882115.719,0.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,0.0,1.0,0.0,1.18321595662,0.0,0.0,0.0,0.0
2016-04-26,0.0,1,0.0,0,0,285.3,1.0,23222304.477,0.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.8,0.0,0.0,1.0,0.0,1.18321595662,1.18321595662,0.0,0.0,0.0,0.0
